InventoryID,Glottocode,Dialect,LanguageName,BibTexKey,Filename,Contributor,MetadataComments,PhoibleID
281,hebr1245,,Modern Hebrew,"Chayen1973,CohenZafrani1968",heb_SPA1979_phon.pdf,Steven Moran,,135
283,taga1270,,Tagalog,"SchachterOtanes1972,Bloomfield1917",tgl_SPA1979_phon.pdf,Steven Moran,,37
284,nucl1301,,Turkish,"Swift1963,Lees1961,Underhill1976",tur_SPA1979_phon.pdf,Steven Moran,,186
285,assa1263,,Assamese,mahanta2012assamese,,Eitan Grossman,,
286,kwaz1243,,Kwaza,vandervoort2004kwaza,,Konstantin Filatov,,
287,slov1269,,Slovak,hanulikova2010slovak,,Vasilisa Zhigulskaya,,
289,high1276,,Highland Popoluca,dejong2009sierrapopoluca,,NA,,
290,sout2672,,Southeastern Pashayi,lamuwal2013southeastpashayi,,NA,,
291,wich1264,,Wichí Lhamtés Güisnay (Misón La Paz dialect),1984_Avram2008,1984_Avram2008.pdf,Ezequiel Koile,,1984
294,basq1248,,Goizueta Basque,hualde2010goizuetabasque,,Pavel Duryagin,,
295,huam1247,,Huambisa,pena2015huambisa,http://linguistics.berkeley.edu/~saphon/en/inv/Huambisa.html,Dasha Bikina,,1948
297,moks1248,,Moksha,bondarko1993mordvin,,Ruslan Idrisov,,
298,erzy1239,,Erzya,bondarko1993mordvin,,Ruslan Idrisov,,
299,awac1239,,Awa-Cuaiquer,curnow1997awapit,,Polina Pleshak,,
300,tami1289,,Tamil,keane2004tamil,,Vasilisa Zhigulskaya,,
301,belh1239,,Belhare,bickel2003belhare,,Eitan Grossman,,
302,bond1245,,Bondo (Remo),fernandez1968remo,,Eitan Grossman,,
303,czec1258,,Czech,dankovicova1997czech,,Eitan Grossman,,
304,chra1242,,Chrau,thomas1971chrau,,Eitan Grossman,,
305,stan1290,,French,Sten1963,fra_SPA1979_phon.pdf,Eitan Grossman,,162
306,friu1240,,Friulian,miotti2002friulian,,Eitan Grossman,,
307,guja1253,,Gujari (Gojri),losey2002gujari,,Eitan Grossman,,
308,mose1249,,Mosetén,sakel2004moseten,,Vanya Levin,,
309,iron1242,,Ossetian,hettich2002ossetian,hettich2002ossetian.pdf,Daniel Wilson,Assigned Iron Ossetian based on Glottolog,
310,nort3142,,Baghdad Arabic (Christian),abuhaidar1991baghdadchristianarabic,,Nikita Kuzin,,
311,ukaa1243,,Ukaan,abiodun1999ukaan,,Polina Pleshak,,
312,tuvi1240,,Tuvan,harrison2000tuvan,,Vanya Levin,,
313,nene1249,,Tundra Nenets,nikolaeva2014tundranenets,,Aigul Zakirova,,
314,russ1263,,Russian,galinskaya2009russian,,Pavel Duryagin,,
315,moco1246,,Mocoví,grondona1998mocovi,,Ezequiel Koile,,
316,kute1248,,Kuteb,koops1990kuteb,,Vanya Levin,,
317,halh1238,,Halh Mongolian,svantesson2005mongolian,,Anna Sorokina,,
318,caml1239,,Camling,ebert1997,,Dmitry Nikolaev,,
319,galo1242,,Galo,post2007galo,,Dmitry Nikolaev,,
320,chop1243,copi1238,Copi,gowlett2003copi,xho_Gowlett2003.pdf,Elad Eisen,,1318
321,idom1241,,Idoma,1536_idu,idu_Blench2010.pdf,Elad Eisen,,1536
322,nucl1440,,Masalit,1565_mls,mls_Edgar1989.pdf,Elad Eisen,,1565
323,nubi1253,,Nubi,kcn_wellens2003,kcn_wellens2003_phon.pdf,Elad Eisen,,967
324,wage1238,,Wageman/Wagiman,cook1987wagiman,,Elad Eisen,Data from Erich Round,
325,midd1357,waal1238,Waalubal,crowley1978bandjalang,,Elad Eisen,Data from Erich Round,
326,umbu1235,,Umbugarla,davies1989umbugarla,,Elad Eisen,Data from Erich Round,
327,badi1246,,Badimaya,dunn1988badimaya,,Elad Eisen,Data from Erich Round,
328,gunw1252,gune1238,Kune,evans2003bininjgunwok,,Elad Eisen,Data from Erich Round,
329,wand1263,,Wandarang/Warndarang,heath1980warndarang,,Elad Eisen,Data from Erich Round,
330,madh1244,,Madhimadhi,hercus1986madhimadhi,,Elad Eisen,Data from Erich Round,
331,djam1255,jami1236,Jaminjung,schultzeberndt2000jaminjung,,Elad Eisen,Data from Erich Round,
332,iwai1244,,Iwaidja,teo2007iwaidjanmaung,,Elad Eisen,Data from Erich Round,
333,anin1240,,Enindhilyakwa/Anindilyakwa,vanegmond2012enindhilyakwa,,Elad Eisen,Data from Erich Round,
334,murr1258,murr1259,Murrinhpatha,mansfield2014murrinhpatha,,Elad Eisen,Data from Erich Round,
335,djin1253,,Djinang,waters1988djinang,,Elad Eisen,Data from Erich Round,
336,arab1267,,Arabana,hercus1994arabana,,Elad Eisen,Data from Erich Round,
337,umpi1239,,Umpila,ogrady1988umpila,,Elad Eisen,Data from Erich Round,
338,gugu1254,,Koko Bera / Gugubera,black1999kokobere,,Elad Eisen,Data from Erich Round,
339,nyam1271,,Nyamal,burgman2007nyamal,,Elad Eisen,Data from Erich Round,
340,maun1240,,Mawng,singer2015mawng,,Elad Eisen,Data from Erich Round,
342,yala1262,,Yalarnnga,breennodateyalarnnga,,Elad Eisen,Data from Erich Round,
343,kitj1240,,Kija/Kitja,blythe2001kija,,Elad Eisen,Data from Erich Round,
344,mart1256,kart1247,Kartujarra,ogrady1988kartujarra,,Elad Eisen,Data from Erich Round,
345,yayg1236,,Yaygir,morelli2012yaygir,,Elad Eisen,"Data from Erich Round, ask Eric by mail",
346,koyr1242,,"Songhay, Koyraboro Senni",1274_songhay_heath1999,,Elad Eisen,,1274
347,heib1243,,Heiban,1497_hbn,hbn_Guest1997.pdf,Elad Eisen,,1497
348,uppe1455,,Kriyol,1553_pov,pov_Kihm1994.pdf,Elad Eisen,,1553
349,luch1239,,Lucazi,lch_fleisch2000,lch_fleisch2000_phon.pdf,Elad Eisen,,928
351,lagw1237,,Lagwan,1406_kot,kot_Ruff2005.pdf,Elad Eisen,,1406
354,kuwa1246,,Kuwaataay/Kwatay,1549_cwt,cwt_Payne1992.pdf,Elad Eisen,,1549
355,tach1250,,Tashlhiyt Berber,shi_ridouane2014,shi_ridouane2014.pdf,Elad Eisen,,2229
357,kolc1235,bike1242,Bikele,biw_begne1979,biw_begne1979_phon.pdf,Elad Eisen,Coordinations are of Kol (Cameroon),1102
358,lega1249,,Lega-Shabunda,botne2003lega,lea_Botne2003.pdf,Elad Eisen,,1259
359,food1238,,Foodo,1310_foodo,foodo.pdf,Elad Eisen,,1310
360,mawa1270,,Mawa,1378_mcw,mcw_Roberts2009.pdf,Elad Eisen,,1378
361,bagi1246,,Bagirmi,1469_bmi,bmi_Stevenson1969.pdf,Elad Eisen,,1469
362,arbo1245,,Arbore,1525_arv,arv_Hayward1984.pdf,Elad Eisen,,1525
364,abua1245,,Abu' Arapesh,nekitel1985abu,,Einav Levanon,,
365,agut1237,,Agutaynen,quakenbushetal2010agutaynen,,Einav Levanon,,
366,akla1241,,Aklanon,delacruzzorc1968aklanon,,Einav Levanon,,
367,akoy1238,,Akoye,whitney1991akoye,,Einav Levanon,,
368,alor1247,,Alorese,klamer2011alorese,,Einav Levanon,,
369,amar1273,,Amarasi,edwards2016amarasi,,Einav Levanon,,
370,ambo1250,,Ambonese Malay,vanminde1997malayu,,Einav Levanon,,
371,anem1249,,Anem,"thurston1976anem, thurston1982anem",,Einav Levanon,,
372,apma1240,,Apma,schneider2010abma,,Einav Levanon,,
373,aral1243,,Aralle-Tabulahan,mckenzie1991aralletabulahan,,Einav Levanon,,
374,atay1247,,Atayal,rau1992atayal,,Einav Levanon,,
375,awar1248,,Awara,quigley2003awara,,Einav Levanon,,
376,baik1238,,Baikeno,hull2001baikeno,,Einav Levanon,,
377,bala1315,,Balantak,vandenberg2012balantak,,Einav Levanon,,
378,balu1257,,Paluai,schokkin2014paluai,,Einav Levanon,,
379,bata1293,,Batak Karo,woollams1996karobatak,,Einav Levanon,,
380,beka1241,,Riuk Bekati',sudarsono2002riukbekati,,Einav Levanon,,
381,blag1240,,Blagar,steinhauer2014blagar,,Einav Levanon,,
382,bobo1255,,Bobongko,mead2001bobongko,,Einav Levanon,,
383,boto1242,,Botolan Sambal,yamashita1992botolansambal,,Einav Levanon,,
384,bugi1244,,Buginese,"samsuri1965buginese, sirk1983buginese",,Einav Levanon,,
385,buli1255,,Buli,maan1951buli,,Einav Levanon,,
386,buna1278,,Bunak,schapper2009bunak,,Einav Levanon,,
387,buru1303,,Buru,grimes1991buru,,Einav Levanon,,
388,cent2087,,Coastal-Naga Bikol,mattes2014bikol,,Einav Levanon,,
389,cent2100,,Central Dusun,price2007bundudusun,,Einav Levanon,,
390,cent2101,,Central Melanau (Mukah dialect),blust1988melanau,,Einav Levanon,,
391,cham1312,,Chamorro,topping1973chamorro,,Einav Levanon,,
392,chek1238,,Cheke Holo,white1988cheke,,Einav Levanon,,
393,ciac1237,,Cia-Cia,vandenberg1991ciacia,,Einav Levanon,,
394,daak1235,,Da'a Kaili,barr1988daakaili,,Einav Levanon,,
395,dehu1237,,Dehu,tryon1968dehu,,Einav Levanon,,
396,domm1246,,Dom,tida2006dom,,Einav Levanon,,
397,dumb1241,,Dumbea,shintani1990dumbea,,Einav Levanon,,
398,ende1246,,Ende,mcdonnell2009ende,,Einav Levanon,,
399,fiji1243,,Fijian,milner1972fijian,,Einav Levanon,,
400,foii1241,,Foi,rule1993foi,,Einav Levanon,,
401,ford1242,,Fordata,marshall2000fordata,,Einav Levanon,,
402,gadd1244,,Gaddang,calimag1967gaddang,,Einav Levanon,,
403,galo1243,,Galoli,penn2006galoli,,Einav Levanon,,
404,helo1243,,Helong,steinhauer1996metathesis,,Einav Levanon,,
405,hili1240,,Hiligaynon,spitz2001hiligaynon,,Einav Levanon,,
406,hiww1237,,Hiw,franccois2010hiw,,Einav Levanon,,
407,idaa1241,,Ida'an,moody1993idaan,,Einav Levanon,,
408,ilok1237,,Iloko,rubino1997iloko,,Einav Levanon,,
409,indo1317,,Indonesian Bajau,verheijen1986bajau,,Einav Levanon,,
410,inon1237,,Inonhan,vandenheuvel1997inonhan,,Einav Levanon,,
411,irar1238,,Irarutu,matsumura1991irarutu,,Einav Levanon,,
412,ivat1242,,Itbayat,yamada2002itbayat,,Einav Levanon,,
413,jamb1236,,Jambi Malay,yanti2010jambimalay,,Einav Levanon,,
414,java1254,,Javanese,sumukti1971javanese,,Einav Levanon,,
415,kaga1255,,Kagan Kalagan,wendel1978kagankalagan,,Einav Levanon,,
416,kaga1256,,Kagayanen,harmon1977kagayanen,,Einav Levanon,,
417,kamb1299,,Kambera,klamer1998kambera,,Einav Levanon,,
418,kana1286,,Kanakanavu,tsuchida1975tsouic,,Einav Levanon,,
419,kapr1245,,Kapriman,sumbuk1999kapriman,,Einav Levanon,,
420,kemb1249,,Mateq,connell2013mateq,,Einav Levanon,,
421,keri1250,,Kerinci,mckinnon2011kerinci,,Einav Levanon,,
422,komo1261,,Komodo,fernandez1989komodo,,Einav Levanon,,
423,kove1237,,Kove,sato2013kove,,Einav Levanon,,
424,kupa1239,,Kupang Malay,steinhauer1983kupangmalay,,Einav Levanon,,
425,laiy1246,,Laiyolo,laidig1999barang,,Einav Levanon,,
426,lala1268,,Lala,"ross2002lala, symonds1989lala",,Einav Levanon,,
427,lama1277,,Lamaholot,kroon2016lamaholot,,Einav Levanon,,
428,lamp1242,,Lampung Nyo,matanggui1984lampungnyo,,Einav Levanon,,
429,lamp1243,,Lampung Api,walker1976lampungapi,,Einav Levanon,,
430,lari1255,,Larike-Wakasihu,laidig1995larike,,Einav Levanon,,
431,leti1246,,Leti,engelenhoven2004leti,,Einav Levanon,,
432,lewo1244,,Lewotobi,nagaya2012lamaholot,,Einav Levanon,,
433,lund1271,,Lun Dayeh,blust2016kelabit,,Einav Levanon,,
434,maka1311,,Makasar,jukes2006makasar,,Einav Levanon,,
435,mama1276,,Mamasa,matti1991mamasa,,Einav Levanon,,
436,mans1262,,Mansaka,svelmoe1974mansaka,,Einav Levanon,,
437,mara1404,,Maranao,lobel2011maranao,,Einav Levanon,,
438,mati1250,,Matigsalug Manobo,wang2006matigsalug,,Einav Levanon,,
439,maya1282,,Misool-Salawati Ma'ya,vanderleeden1987misoolsalawatimaya,,Einav Levanon,,
440,mini1251,,Minigir,vandermark2007minigir,,Einav Levanon,,
441,molb1237,,Molbog,thiessen1980molbog,,Einav Levanon,,
442,mort1237,,Mortlockese,odango2015mortlockese,,Einav Levanon,,
443,muna1247,,Muna,vandenberg1989muna,,Einav Levanon,,
444,nali1244,,Nalik,volker1994nalik,,Einav Levanon,,
445,nang1262,,Nanggu,vaa2013engdewu,,Einav Levanon,,
446,napu1241,,Napu,hanna1991napu,,Einav Levanon,,
447,naue1237,,Nauete,veloso2016nauete,,Einav Levanon,,
448,neng1238,,Nengone,tryon1967nengone,,Einav Levanon,,
449,nese1235,,Nese,takau2016nese,,Einav Levanon,,
450,nucl1454,,Yawa,jones1986yawa,,Einav Levanon,,
451,nucl1594,,Mairasi,"peckham1991mairasi, peckham2000mairasi",,Einav Levanon,,
452,pagu1249,,Pagu,"wimbish1991pagu, wimbish1992pagu",,Einav Levanon,,
453,pala1344,,Palauan,josephs1975palauan,,Einav Levanon,,
454,pamp1243,,Pampanga,forman1971kapampangan,,Einav Levanon,,
455,pang1290,,Pangasinan,benton1971pangasinan,,Einav Levanon,,
456,papu1250,,Papuan Malay,kluge2017papuanmalay,,Einav Levanon,,
457,patt1249,,Pattani Malay,tadmor1995pattanimalay,,Einav Levanon,,
458,pend1242,,Pendau,quick2008pendau,,Einav Levanon,,
459,pile1238,,Vaeakau-Taumako,naess2011vaeakau,,Einav Levanon,,
460,puka1242,,Pukapuka,salisbury2002pukapuka,,Einav Levanon,,
461,rata1244,,Ratahan,himmelmann1999ratahan,,Einav Levanon,,
462,ruka1240,,Rukai,zeitoun2007rukai,,Einav Levanon,,
463,saar1237,,Saaroa,pan2012saaroa,,Einav Levanon,,
464,sahu1245,,Sahu,visser1987sahu,,Einav Levanon,,
465,samo1305,,Samoan,"hunkin2009samoan, mosel1992samoan",,Einav Levanon,,
466,sawi1256,,Sawila,kratochvil2014sawila,,Einav Levanon,,
467,sela1259,,Selaru,coward2000selaru,,Einav Levanon,,
468,siwa1245,,Motuna (Siwai),onishi1994motuna,,Einav Levanon,,
469,sout2883,,Southeast Babar,steinhauer2009babar,,Einav Levanon,,
470,sumb1241,,Sumbawa,hayami1995sumbawa,,Einav Levanon,,
471,sund1252,,Sundanese,muller2001sundanese,,Einav Levanon,,
472,tagb1258,,Tagbanwa,hussey1965tagbanwa,,Einav Levanon,,
473,taji1246,,Tajio,mayani2013tajio,,Einav Levanon,,
474,teop1238,,Teop,mosel2007teop,,Einav Levanon,,
475,tetu1245,,Tetum,vanklinken1999fehan,,Einav Levanon,,
476,tetu1246,,Tetun Dili,williams2002tetun,,Einav Levanon,,
477,tido1248,,Tidore,vanstaderi2000tidore,,Einav Levanon,,
478,timu1262,,Timugon Murut,prentice1971murut,,Einav Levanon,,
479,tiri1258,,Tiri-Mea,osumi1995tirimea,,Einav Levanon,,
480,toab1237,,To'abaita,lichtenberk2008toqabaqita,,Einav Levanon,,
481,tobe1252,,Tobelo,holton2003tobelo,,Einav Levanon,,
482,tobi1239,,Tobilung,tobisa2010tobilung,,Einav Levanon,,
483,tsou1248,,Tsou,tsuchida1975tsouic,,Einav Levanon,,
484,tuam1242,,Tuamotuan,kuki1970tuamotuan,,Einav Levanon,,
485,tugu1245,,Tugun,hinton1991tugun,,Einav Levanon,,
486,tuka1248,,Tukang Besi North,donohue1999tukangbesi,,Einav Levanon,,
487,unua1237,,Unua,pearce2015unua,,Einav Levanon,,
488,urak1238,,Urak Lawoi',steinhauer2008urak,,Einav Levanon,,
489,vinm1237,,Neve'ei,musgrave2007neveei,,Einav Levanon,,
490,vure1239,,Vurës,malau2016vures,,Einav Levanon,,
491,waim1252,,Waima'a,hull2002waimaha,,Einav Levanon,,
492,wamb1259,,Wambon,vries1992wambon,,Einav Levanon,,
493,wand1267,,Wandamen,gasser2014windesi,,Einav Levanon,,
494,west2600,,West Makian,voorhoeve1982westmakian,,Einav Levanon,,
495,woli1241,,Wolio,vandenberg2008wolio,,Einav Levanon,,
496,wotu1240,,Wotu,mead2013wotu,,Einav Levanon,,
497,wutu1244,,Wutung,marmion2010wutung,,Einav Levanon,,
498,yabe1254,,Yabem,"ross2002yabem, ross1993tonogenesis",,Einav Levanon,,
499,yape1248,,Yapese,jensen1977yapese,,Einav Levanon,,
500,yaum1237,,Yau,sarvasy2017nungon,,Einav Levanon,,
501,yuag1237,,Yuaga,schooling1992yuanga,,Einav Levanon,,
502,curr1243,,Curripaco,granadillo2006curripaco,,David Ginebra,,
503,chim1302,,Chimborazo Quichua,beukema1975chimborazoquichua,,David Ginebra,,
504,sala1272,,Salasaca Quichua,mazaquiza2008salascaquechua,,David Ginebra,,
505,east2652,,Eastern Oromo,1552_hae,hae_Owens1985.pdf,Elad Eisen,,1552
506,furu1242,,Furu,fuu_boyeldieu2000,fuu_boyeldieu2000_phon.pdf,Elad Eisen,,878
507,mach1266,,Machame,1283_jmc_kiwoso,jmc_kiwoso.PDF,Elad Eisen,,1283
508,argo1244,,Argobba,1396_hertzon,agj_Hudson1997.pdf,Elad Eisen,,1396
509,bamb1269,,Bambara,"1496_beledugu_bam,1496_bam_green2010",bam_green2010.pdf,Elad Eisen,,1496
510,mori1278,,Morisyen,1569_mfe,mfe_Baker1972.pdf,Elad Eisen,,1569
511,berb1259,,Berbice Dutch,kouwenberg1994berbicedutch,,David Ginebra,,
512,huam1248,,Huallaga (Huanuco) Quechua,weber1983huallagaquechua,,David Ginebra,,
513,siam1242,,Siamou,1627_Haas_sif,Haas_sif.pdf,Elad Eisen,,1627
514,sumb1240,,Sumbwa,1639_Kahigi_suw,Kahigi_suw.PDF,Elad Eisen,,1639
515,amha1245,,Amharic,amh_hayward1992,amh_hayward1992.pdf,Elad Eisen,,2156
516,awng1244,,Awngi,1542_awngi_2010,Hetzron1969.png,Elad Eisen,,234
517,chum1261,,Chumburung,Hartell1993,ncu_Hartell1993_phon.pdf,Elad Eisen,,686
518,cavi1250,,Cavineña,guillaume2004cavinena,,David Ginebra,,
519,cham1318,,Chamicuro,parker1991chamicuro,,David Ginebra,,
520,kari1301,,Karipúna Creole French,tobler1983karipuna,,David Ginebra,,
521,kano1245,,Kanoê,bacelar2004kanoe,,David Ginebra,,
522,mund1330,,Mundurukú,picanco2005munduruku,,David Ginebra,,
523,huay1240,,Huaylas Ancash Quechua,levengood1982huaylasquechua,,David Ginebra,,
524,toba1269,,Toba,klein1973toba,,David Ginebra,,
525,rapa1244,,Rapanui,kieviet2017rapanui,,Einav Levanon,,
526,abip1241,,Abipon,najlis1966abipon,,David Ginebra,,
527,apal1257,,Apalí,koehn1986apalai,,David Ginebra,,
528,apin1244,,Apinayé,albuquerque2007apinaye,,David Ginebra,,
529,ashe1272,,Ashéninka Perené,mihas2010asheninkaperene,,David Ginebra,,
530,swah1253,,Swahili,tucker1946swahili,,Elad Eisen,,
533,arch1244,,Archi,kibrik1977archi,,Dmitry Nikolaev,,
535,duru1236,,Parji,burrowbhattacharya1953parji,,Dmitry Nikolaev,,
536,mara1378,,Marathi,dhongadewali2009marathi,,Dmitry Nikolaev,,
537,moro1292,,Moroccan Arabic,"cohen2017moroccanarabic,Harrell1962,Abdel-Massih1973,Harrell1965",ary_SPA1979_phon.pdf,Dmitry Nikolaev,"Unlike the SPA doculect with the same phonemes, this one lists the source language (Standard French).",133
538,mait1250,,Maithili,kashyap2014bajjika,,Dmitry Nikolaev,The borrowing language (Bajjika) was previously considered a dialect of Maithili and has no glottocode or ISO code of its own.,
539,kana1281,,Kanauji,dwivedikar2016kanauji,,Dmitry Nikolaev,,
540,puma1239,,Puma,sharma2013puma,,Dmitry Nikolaev,,
542,nort2646,,Pashto,tegeyrobson1996pashto,,Yoav Yosef,"The grammar states that this consonant appears in loan words from Persian and Arabic, but not only those two languages.",
549,urdu1245,,Urdu,masica1993indoaryan,,Yoav Yosef,,
550,hind1269,,Hindi,masica1993indoaryan,,Yoav Yosef,,
551,dutc1256,,Dutch,"peters2006dutch, verhoeven2005dutch",,Daniil Levin,,
552,yalu1240,,Jalonke,lupke2005jalonke,,Haggai Kovatch,,
554,koya1253,,Koyaga,creissels1988koyaga,,Yael Assouline,the status of /z/ might have been affected by the introduction of loan words into the Koyaga language.,
555,baga1272,,Baga,ganong1998bagasitem,,Haggai Kovatch,,
556,adam1253,,Adamawa Fulfulde,"taylor1953adamawafulani,stennes1967adamawafulani",,Haggai Kovatch,"Taylor uses non-standard phonological orthography and compares the language to English. This might need to be checked.  

Stennes, page 14 (bottom) there's a note on borrowing consonant clusters.",
557,bare1276,,Bare,aikhenald1995bare,,David Ginebra,,
558,lamb1269,,Lambadi,oranskaya2011lambadi,,Dmitry Nikolaev,,
559,saur1248,,Saurashtra,smith2011saurashtra,,Dmitry Nikolaev,,
562,baur1253,,Baure,danielsen2007baure,,David Ginebra,,
563,cabi1241,,Kawiyari,reinoso2009kawiyari,,David Ginebra,,
564,nort2980,,Tarma Quechua,adelaar1977tarma,,David Ginebra,"Should we consider this grammar as two different doculects? Glottolog doesn't do so, but for our project it would be definatelly clearer, because sometimes the same sound is borrowed in one dialect but not in the other or sometimes it is a new phoneme in one dialect but a distrubutional change in the other.",
565,libe1240,,Liberian English,singler1981liberianenglish,,Haggai Kovatch,,
566,bank1256,,Bankon,atindogbe1996bankon,,Yuval Sarig,,
569,wehh1238,,Weh,davison2009weh,,Yuval Sarig,,
572,lele1266,,Lele,vydrin2009lele,,Yuval Sarig,,
573,zulu1248,,Zulu,crothers1979zulu,,Haggai Kovatch,,
574,fuli1240,,Fuliiru,vanotterloo2011fuliiru,,Haggai Kovatch,,